px_t,py_t,v_t,psi_t,omega_t,a_t,delta_t,px_t1,py_t1,v_t1,psi_t1,omega_t1
1.6281766902384847,-1.6921326461857702,31.622776601683793,-8.084210526315797,-4.7368421052631575,-0.19721821677481374,-0.0006644367868515208,1.6281550557951798,-1.6921483402674193,31.622776601683793,-8.131578947368428,-4.7368421052631575
1.6281550557951798,-1.6921483402674193,31.622776601683793,-8.131578947368428,-4.7368421052631575,-0.16687695265561164,-0.0005622157662192056,1.6281333516006529,-1.692155919756608,31.622776601683793,-8.17894736842106,-4.7368421052631575
1.6281333516006529,-1.692155919756608,31.622776601683793,-8.17894736842106,-4.7368421052631575,-0.13653568853640954,-0.00045999473383754854,1.6281116263449609,-1.6921553676499055,31.622776601683793,-8.22631578947369,-4.7368421052631575
1.6281116263449609,-1.6921553676499055,31.622776601683793,-8.22631578947369,-4.7368421052631575,-0.1061944244172074,-0.0003577736918427917,1.6280899287654083,-1.6921466851858793,31.622776601683793,-8.273684210526321,-4.7368421052631575
1.6280899287654083,-1.6921466851858793,31.622776601683793,-8.273684210526321,-4.7368421052631575,-0.07585316029800529,-0.00025555264237117815,1.6280683075372129,-1.6921298918423158,31.622776601683793,-8.321052631578953,-4.7368421052631575
1.6280683075372129,-1.6921298918423158,31.622776601683793,-8.321052631578953,-4.7368421052631575,-0.045511896178803184,-0.00015333158755895205,1.628046811164309,-1.6921050252925258,31.622776601683793,-8.368421052631584,-4.7368421052631575
1.628046811164309,-1.6921050252925258,31.622776601683793,-8.368421052631584,-4.7368421052631575,-0.015170632059601064,-5.111052954235819e-05,1.628025487870538,-1.6920721413208288,31.622776601683793,-8.415789473684216,-4.7368421052631575
1.628025487870538,-1.6920721413208288,31.622776601683793,-8.415789473684216,-4.7368421052631575,0.01517063205960103,5.111052954235819e-05,1.628004385491464,-1.6920313136974108,31.622776601683793,-8.463157894736847,-4.7368421052631575
1.628004385491464,-1.6920313136974108,31.622776601683793,-8.463157894736847,-4.7368421052631575,0.04551189617880315,0.00015333158755895205,1.6279835513670626,-1.6919826340128306,31.622776601683793,-8.510526315789477,-4.7368421052631575
1.6279835513670626,-1.6919826340128306,31.622776601683793,-8.510526315789477,-4.7368421052631575,0.07585316029800529,0.00025555264237117815,1.6279630322355212,-1.6919262114725522,31.622776601683793,-8.557894736842108,-4.7368421052631575
